sentence_id	target_word_id	target_hanzi	sentence_slot	sentence_hanzi	sentence_pinyin	sentence_vi	words	word_ids	blank_sentence	blank_answer_hanzi	blank_answer_word_id	blank_options_word_ids	grammar_ids	level	lesson_id	lesson_order	max_word_lesson_order	topic_id	audio_url	difficulty	tags	is_active	validation_status	scope_rule	note
s0080_2	lesson-2	周末我去公园。(zhōumò wǒ qù gōngyuán)	2											HSK1	lesson-0	1	1			1	MẠT (末) Ngọn, cuối cùng, kết thúc:木 (Chữ Mộc) có thêm gạch ngang"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0080_3	lesson-2	周末我去公园。(zhōumò wǒ qù gōngyuán)	3											HSK1	lesson-0	1	1			1	MẠT (末) Ngọn, cuối cùng, kết thúc:木 (Chữ Mộc) có thêm gạch ngang"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0081_1	w0091	周	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0081_2	w0091	周	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0081_3	w0091	周	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0082_1	lesson-2	一周很忙。(yī zhōu hěn máng)	1											HSK1	lesson-0	1	1			1	吉 (Chữ Cát - Tốt lành): Gồm chữ Sĩ (士 - kẻ sĩ) ở trên và chữ Khẩu (口) kẻ si nói lời tốt lành"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0082_2	lesson-2	一周很忙。(yī zhōu hěn máng)	2											HSK1	lesson-0	1	1			1	吉 (Chữ Cát - Tốt lành): Gồm chữ Sĩ (士 - kẻ sĩ) ở trên và chữ Khẩu (口) kẻ si nói lời tốt lành"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0082_3	lesson-2	一周很忙。(yī zhōu hěn máng)	3											HSK1	lesson-0	1	1			1	吉 (Chữ Cát - Tốt lành): Gồm chữ Sĩ (士 - kẻ sĩ) ở trên và chữ Khẩu (口) kẻ si nói lời tốt lành"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0083_1	w0068	周一	1	今天周一。	jīntiān zhōuyī	Hôm nay là thứ sáu.	今天|周一	w0071|w0068	今天___。	周一	w0068			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0083_2	w0068	周一	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0083_3	w0068	周一	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0084_1	w0069	周二	1	今天周二。	jīntiān zhōuèr	Hôm nay là thứ bảy.	今天|周二	w0071|w0069	今天___。	周二	w0069			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0084_2	w0069	周二	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0084_3	w0069	周二	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0085_1	w0070	周三	1	今天周三。	jīntiān zhōusān		今天|周三	w0071|w0070	今天___。	周三	w0070			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0085_2	w0070	周三	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0085_3	w0070	周三	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0086_1	w0071	周四	1	今天周四。	jīntiān zhōusì		今天|周四	w0071	今天___。	周四	w0071			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0086_2	w0071	周四	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0086_3	w0071	周四	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0087_1	w0072	周五	1	今天周五。	jīntiān zhōuwǔ	HSK1	今天|周五	w0071|w0072	今天___。	周五	w0072			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0087_2	w0072	周五	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0087_3	w0072	周五	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0088_1	w0073	周六	1	今天周六。	jīntiān zhōuliù		今天|周六	w0071|w0073	今天___。	周六	w0073			HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_2	auto_from_vocab_example
s0088_2	w0073	周六	2											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0088_3	w0073	周六	3											HSK1	lesson-2	2	2			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_2	can_bo_sung_cau_chua_tu_vung_nay
s0089_1	w0075	几	1	你有几个哥哥？	nǐ yǒu jǐ gè gēge		你|有|几|个|哥哥	w0067|w0124|w0075|w0028	你有___个哥哥？	几	w0075			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0089_2	w0075	几	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0089_3	w0075	几	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0090_1	w0076	回	1	我回学校。	wǒ huí xuéxiào	HSK1	我|回|学校	w0001|w0076|w0102	我___学校。	回	w0076			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0090_2	w0076	回	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0090_3	w0076	回	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0091_1	w0102	学校	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0091_2	w0102	学校	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0091_3	w0102	学校	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0092_1	w0103	我在学校学汉语。(wǒ zài xuéxiào xué Hànyǔ)	1											HSK1	lesson-0	1	1			1	chu HIỆU,trường học (校) xiào :木 (Bộ Mộc) +交 (Chữ Giao) nơi có cây 木  mọi người giao lưu luu 交  ,là trường học"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0092_2	w0103	我在学校学汉语。(wǒ zài xuéxiào xué Hànyǔ)	2											HSK1	lesson-0	1	1			1	chu HIỆU,trường học (校) xiào :木 (Bộ Mộc) +交 (Chữ Giao) nơi có cây 木  mọi người giao lưu luu 交  ,là trường học"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0092_3	w0103	我在学校学汉语。(wǒ zài xuéxiào xué Hànyǔ)	3											HSK1	lesson-0	1	1			1	chu HIỆU,trường học (校) xiào :木 (Bộ Mộc) +交 (Chữ Giao) nơi có cây 木  mọi người giao lưu luu 交  ,là trường học"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0093_1	w0104	再见	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0093_2	w0104	再见	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0093_3	w0104	再见	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0094_1	w0109	明天见，再见。(míngtiān jiàn, zàijiàn)	1											HSK1	lesson-0	1	1			1	"|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0094_2	w0109	明天见，再见。(míngtiān jiàn, zàijiàn)	2											HSK1	lesson-0	1	1			1	|sentence_slot_2"	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0094_3	w0109	明天见，再见。(míngtiān jiàn, zàijiàn)	3											HSK1	lesson-0	1	1			1	"|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0095_1	w0110	xingqi	1											HSK1	true	79	79			1	w0079|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_79	can_bo_sung_cau_chua_tu_vung_nay
s0095_2	w0110	xingqi	2											HSK1	true	79	79			1	w0079|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_79	can_bo_sung_cau_chua_tu_vung_nay
s0095_3	w0110	xingqi	3											HSK1	true	79	79			1	w0079|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_79	can_bo_sung_cau_chua_tu_vung_nay
s0096_1	w0111	xingqi	1											HSK1	true	80	80			1	w0080|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_80	can_bo_sung_cau_chua_tu_vung_nay
s0096_2	w0111	xingqi	2											HSK1	true	80	80			1	w0080|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_80	can_bo_sung_cau_chua_tu_vung_nay
s0096_3	w0111	xingqi	3											HSK1	true	80	80			1	w0080|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_80	can_bo_sung_cau_chua_tu_vung_nay
s0097_1	w0112	xingqi	1											HSK1	true	81	81			1	w0081|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_81	can_bo_sung_cau_chua_tu_vung_nay
s0097_2	w0112	xingqi	2											HSK1	true	81	81			1	w0081|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_81	can_bo_sung_cau_chua_tu_vung_nay
s0097_3	w0112	xingqi	3											HSK1	true	81	81			1	w0081|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_81	can_bo_sung_cau_chua_tu_vung_nay
s0098_1	w0113	xingqi	1											HSK1	true	82	82			1	w0082|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_82	can_bo_sung_cau_chua_tu_vung_nay
s0098_2	w0113	xingqi	2											HSK1	true	82	82			1	w0082|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_82	can_bo_sung_cau_chua_tu_vung_nay
s0098_3	w0113	xingqi	3											HSK1	true	82	82			1	w0082|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_82	can_bo_sung_cau_chua_tu_vung_nay
s0099_1	w0114	xingqi	1											HSK1	true	83	83			1	w0083|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_83	can_bo_sung_cau_chua_tu_vung_nay
s0099_2	w0114	xingqi	2											HSK1	true	83	83			1	w0083|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_83	can_bo_sung_cau_chua_tu_vung_nay
s0099_3	w0114	xingqi	3											HSK1	true	83	83			1	w0083|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_83	can_bo_sung_cau_chua_tu_vung_nay
s0100_1	w0115	xingqi	1											HSK1	true	84	84			1	w0084|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_84	can_bo_sung_cau_chua_tu_vung_nay
s0100_2	w0115	xingqi	2											HSK1	true	84	84			1	w0084|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_84	can_bo_sung_cau_chua_tu_vung_nay
s0100_3	w0115	xingqi	3											HSK1	true	84	84			1	w0084|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_84	can_bo_sung_cau_chua_tu_vung_nay
s0101_1	w0116	xingqitian	1											HSK1	true	85	85			1	w0085|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_85	can_bo_sung_cau_chua_tu_vung_nay
s0101_2	w0116	xingqitian	2											HSK1	true	85	85			1	w0085|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_85	can_bo_sung_cau_chua_tu_vung_nay
s0101_3	w0116	xingqitian	3											HSK1	true	85	85			1	w0085|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_85	can_bo_sung_cau_chua_tu_vung_nay
s0102_1	w0118	ngay mai la chu nhat/cuoi tuan.	1											HSK1	TRUE	87	87			1	w0087|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_87	can_bo_sung_cau_chua_tu_vung_nay
s0102_2	w0118	ngay mai la chu nhat/cuoi tuan.	2											HSK1	TRUE	87	87			1	w0087|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_87	can_bo_sung_cau_chua_tu_vung_nay
s0102_3	w0118	ngay mai la chu nhat/cuoi tuan.	3											HSK1	TRUE	87	87			1	w0087|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_87	can_bo_sung_cau_chua_tu_vung_nay
s0103_1	w0119	对不起	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0103_2	w0119	对不起	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0103_3	w0119	对不起	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	true	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0104_1	lesson-3	对不起，没关系。(duìbuqǐ, méiguānxi)	1											HSK1	lesson-0	1	1			1	|sentence_slot_1"	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0104_2	lesson-3	对不起，没关系。(duìbuqǐ, méiguānxi)	2											HSK1	lesson-0	1	1			1	"|sentence_slot_2	true	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0104_3	lesson-3	对不起，没关系。(duìbuqǐ, méiguānxi)	3											HSK1	lesson-0	1	1			1	|sentence_slot_3"	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0105_1	w0122	身体	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0105_2	w0122	身体	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0105_3	w0122	身体	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0106_1	w0123	身体很好。(shēntǐ hěn hǎo)	1											HSK1	lesson-0	1	1			1	chữ THỂ: 体 tǐ(thể trạng.) :Nhân đứng (亻- con người) ở bên trái và chữ Bổn/Bản (本 - cái gốc, gốc rễ của cái cây) ở bên phải."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0106_2	w0123	身体很好。(shēntǐ hěn hǎo)	2											HSK1	lesson-0	1	1			1	chữ THỂ: 体 tǐ(thể trạng.) :Nhân đứng (亻- con người) ở bên trái và chữ Bổn/Bản (本 - cái gốc, gốc rễ của cái cây) ở bên phải."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0106_3	w0123	身体很好。(shēntǐ hěn hǎo)	3											HSK1	lesson-0	1	1			1	chữ THỂ: 体 tǐ(thể trạng.) :Nhân đứng (亻- con người) ở bên trái và chữ Bổn/Bản (本 - cái gốc, gốc rễ của cái cây) ở bên phải."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0107_1	w0124	有	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0107_2	w0124	有	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0107_3	w0124	有	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0108_1	w0125	我有书。(wǒ yǒu shū)	1											HSK1	lesson-0	1	1			1	hần dưới (月 - Bộ Nguyệt): Trong trường hợp này, bộ Nguyệt không chỉ mặt trăng mà là biến thể của chữ Nhục (肉 - miếng thịt)."|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0108_2	w0125	我有书。(wǒ yǒu shū)	2											HSK1	lesson-0	1	1			1	hần dưới (月 - Bộ Nguyệt): Trong trường hợp này, bộ Nguyệt không chỉ mặt trăng mà là biến thể của chữ Nhục (肉 - miếng thịt)."|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0108_3	w0125	我有书。(wǒ yǒu shū)	3											HSK1	lesson-0	1	1			1	hần dưới (月 - Bộ Nguyệt): Trong trường hợp này, bộ Nguyệt không chỉ mặt trăng mà là biến thể của chữ Nhục (肉 - miếng thịt)."|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0109_1	w0126	没关系	1											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0109_2	w0126	没关系	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0109_3	w0126	没关系	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0110_1	lesson-3	没关系。(méiguānxi)	1											HSK1	lesson-0	1	1			1	Chữ 系 (xì/xi - Sợi dây xích"|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0110_2	lesson-3	没关系。(méiguānxi)	2											HSK1	lesson-0	1	1			1	Chữ 系 (xì/xi - Sợi dây xích"|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0110_3	lesson-3	没关系。(méiguānxi)	3											HSK1	lesson-0	1	1			1	Chữ 系 (xì/xi - Sợi dây xích"|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_1	can_bo_sung_cau_chua_tu_vung_nay
s0111_1	w0092	哪儿	1	你在哪儿？	nǐ zài nǎr		你|在|哪儿	w0067|w0092	你在___？	哪儿	w0092			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0111_2	w0092	哪儿	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0111_3	w0092	哪儿	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0112_1	w0093	天安门	1	天安门在北京。	Tiānānmén zài Běijīng		天安门|在|北京	w0093|w0053	___在北京。	天安门	w0093			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0112_2	w0093	天安门	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0112_3	w0093	天安门	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0113_1	w0094	书	1	我有书。	wǒ yǒu shū		我|有|书	w0001|w0124|w0094	我有___。	书	w0094			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0113_2	w0094	书	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0113_3	w0094	书	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0114_1	w0096	都	1	我和你都学汉语。	wǒ hé nǐ dōu xué Hànyǔ		我|和|你|都|学|汉语	w0001|w0097|w0067|w0096|w0033|w0021	我和你___学汉语。	都	w0096			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0114_2	w0096	都	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0114_3	w0096	都	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0115_1	w0097	和	1	我和她去学校。	wǒ hé tā qù xuéxiào		我|和|她|去|学校	w0001|w0097|w0026|w0042|w0102	我___她去学校。	和	w0097			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0115_2	w0097	和	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0115_3	w0097	和	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0116_1	w0098	身体	1	身体很好。	shēntǐ hěn hǎo		身体|很|好	w0098|w0122|w0020|w0002	___很好。	身体	w0098			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0116_2	w0098	身体	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0116_3	w0098	身体	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0117_1	w0136	公园	1	我去公园。	wǒ qù gōngyuán		我|去|公园	w0001|w0042|w0136	我去___。	公园	w0136			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0117_2	w0136	公园	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0117_3	w0136	公园	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0118_1	w0137	那	1	那个很大。	nàge hěn dà		那|个|很|大	w0137|w0020|w0003	___个很大。	那	w0137			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0118_2	w0137	那	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0118_3	w0137	那	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0119_1	w0138	哪	1	哪个学校？	nǎge xuéxiào		哪|个|学校	w0138|w0102	___个学校？	哪	w0138			HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_1	TRUE	ready	only_words_from_lesson_1_to_3	auto_from_vocab_example
s0119_2	w0138	哪	2											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0119_3	w0138	哪	3											HSK1	lesson-3	3	3			1	Nhóm 3|sentence_slot_3	TRUE	needs_content	only_words_from_lesson_1_to_3	can_bo_sung_cau_chua_tu_vung_nay
s0120_1	w0139	这	1											HSK1	lesson-4	4	4			1	Nhóm 4|sentence_slot_1	TRUE	needs_content	only_words_from_lesson_1_to_4	can_bo_sung_cau_chua_tu_vung_nay
s0120_2	w0139	这	2											HSK1	lesson-4	4	4			1	Nhóm 4|sentence_slot_2	TRUE	needs_content	only_words_from_lesson_1_to_4	can_bo_sung_cau_chua_tu_vung_nay
