character_id	simplified	traditional	pinyin	han_viet	meaning_vi	origin_meaning_vi	derived_meaning_vi	etymology_type	etymology_note_vi	stroke_count	stroke_hint_vi	radical_form	radical_note_vi	week	category	core_rank	is_core	oracle_image_url	bronze_image_url	seal_image_url	evolution_source_url	compounds	hidden_examples	is_active
mono-156	示	示	shì	đình / thị	cho thấy / bộc lộ	cho thấy	bộc lộ	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear. Most likely depicts some object of spiritual significance. Most often explained as an altar or a memorial tablet.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	礻	Khi làm thành phần chữ ghép thường biến thành 礻.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%A4%BA&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%A4%BA&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%A4%BA&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%A4%BA&stype=0	表示 | 显示 | 展示 | 暗示	表示 | 显示 | 展示	TRUE
mono-157	正	正	zhēng	chính	tháng đầu tiên của năm âm lịch	tháng đầu tiên của năm âm lịch		Tượng hình	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a foot (止) heading toward a city. Based on the original meaning ""go on a military campaign"", now written as 征. The meaning later shifted to ""power"", ""rule"" (政), and ""correct"" (正)."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	正	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	33	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%AD%A3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%AD%A3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%AD%A3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E6%AD%A3&stype=0	正在 | 真正 | 正常 | 正式	正在 | 真正 | 正常	TRUE
mono-158	甘	甘	Gān	bả / cam	họ [Gan1] / viết tắt của tỉnh Cam Túc 甘肅省|甘肃省[Gan1su4 Sheng3]	họ [Gan1]	viết tắt của tỉnh Cam Túc 甘肅省|甘肃省[Gan1su4 Sheng3]	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of something sweet inside the mouth (口).	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	甘	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%98&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%98&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%98&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%98&stype=0	甘肃 | 甘油 | 心甘情愿 | 甘心	甘肃 | 甘油 | 心甘情愿	TRUE
mono-159	世	世	Shì	thế	họ [Shi4]	họ [Shi4]		Chỉ sự/độc thể	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Three copies of 十 (ten) to make 30, similar to the archaic character 卅 (30). Conveys the meaning ""30-year generation"", also symbolizing a branching family tree."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	世	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	136	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%96&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%96&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%96&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%96&stype=0	世界 | 世纪 | 全世界 | 去世	世界 | 世纪 | 全世界	TRUE
mono-160	本	本	běn	bản	(hình thức kết hợp) gốc; rễ / (hình thức kết hợp) nguồn gốc; nguyên nhân / (hình thức kết hợp) của mình; này / (hình thức kết hợp) này; hiện tại (năm này, v.v.) / (hình thức kết hợp) ban đầu / (hình thức kết hợp) vốn có / nguyên gốc; ban đầu / vốn; chính / lượng từ cho sách, tạp chí, hồ sơ, v.v.	(hình thức kết hợp) gốc; rễ	(hình thức kết hợp) nguồn gốc; nguyên nhân / (hình thức kết hợp) của mình; này / (hình thức kết hợp) này; hiện tại (năm này, v.v.) / (hình thức kết hợp) ban đầu / (hình thức kết hợp) vốn có / nguyên gốc; ban đầu / vốn; chính / lượng từ cho sách, tạp chí, hồ sơ, v.v.	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Addition of a horizontal line toward the bottom of 木 (tree) to represent the roots of the tree.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	本	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	42	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AC&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AC&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AC&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E6%9C%AC&stype=0	根本 | 日本 | 本来 | 基本	根本 | 日本 | 本来	TRUE
mono-161	术	術	shù	thuật	phương pháp / kỹ thuật	phương pháp	kỹ thuật	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 術. Phonosemantic compound. 行 represents the meaning and 朮 represents the sound. The traditional component 行 was removed for simplification.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	术	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	135	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AF&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AF&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%9C%AF&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E6%9C%AF&stype=0	技术 | 手术 | 艺术 | 艺术家	技术 | 手术 | 艺术	TRUE
mono-162	石	石	Shí	thạch	họ [Shi2] / viết tắt của Thạch Gia Trang 石家莊|石家庄[Shi2jia1zhuang1], thủ phủ của Hà Bắc	họ [Shi2]	viết tắt của Thạch Gia Trang 石家莊|石家庄[Shi2jia1zhuang1], thủ phủ của Hà Bắc	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a stone chime.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	石	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	1	Tự nhiên & Vũ trụ	133	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9F%B3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9F%B3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9F%B3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%9F%B3&stype=0	石头 | 石油 | 钻石 | 岩石	石头 | 石油 | 钻石	TRUE
mono-163	戊	戊	wù	mậu	"thiên can thứ năm trong Mười Thiên Can 十天干[shi2 tian1 gan1] / thứ năm trong thứ tự / chữ ""E"" hoặc số La Mã ""V"" trong danh sách ""A, B, C"", hoặc ""I, II, III"" v.v."	thiên can thứ năm trong Mười Thiên Can 十天干[shi2 tian1 gan1]	"thứ năm trong thứ tự / chữ ""E"" hoặc số La Mã ""V"" trong danh sách ""A, B, C"", hoặc ""I, II, III"" v.v."	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of an axe. Similar to 戈, 戉, and 戌.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	戊	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8A&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8A&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8A&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E6%88%8A&stype=0	戊戌 | 戊辰 | 戊寅 | 戊午	戊戌 | 戊辰 | 戊寅	TRUE
mono-164	龙	龍	Lóng	long	họ [Long2]	họ [Long2]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a dragon curled up. The simplified character 龙 was adapted from the cursive form of the traditional character 龍.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	龙	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	3	Động vật & Thực vật	109	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%BE%99&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%BE%99&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E9%BE%99&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E9%BE%99&stype=0	恐龙 | 龙头 | 龙虾 | 飞龙	恐龙 | 龙头 | 龙虾	TRUE
mono-165	平	平	Píng	bình	họ [Ping2]	họ [Ping2]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	平	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	114	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%B3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%B3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%B9%B3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%B9%B3&stype=0	水平 | 公平 | 和平 | 平均	水平 | 公平 | 和平	TRUE
mono-166	东	東	Dōng	hốc / đông	họ [Dong1]	họ [Dong1]		Tượng hình	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a basket or a bag. The current meaning ""east"" is a phonetic loan. The simplified character 东 was adapted from the cursive form of the traditional character 東."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	东	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	106	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9C&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9C&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9C&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%9C&stype=0	东西 | 股东 | 广东 | 山东	东西 | 股东 | 广东	TRUE
mono-167	戋	戔	jiān	tiên	hẹp / nhỏ	hẹp	nhỏ	Chỉ sự/độc thể	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 戔. Combination of two weapons (戈), based on the original meaning ""destroy"", now written as 殘."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	戋	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8B&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8B&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E6%88%8B&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E6%88%8B&stype=0			TRUE
mono-168	凸	凸	tū	đột	nhô ra; lồi; mặt lồi; dương (đầu nối, v.v.) / phiên âm Đài Loan [tu2]	nhô ra; lồi; mặt lồi; dương (đầu nối, v.v.)	phiên âm Đài Loan [tu2]	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a bump sticking out. Opposite of 凹.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	凸	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%87%B8&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%87%B8&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%87%B8&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%87%B8&stype=0	凸现 | 凸显 | 凸出 | 凸起	凸现 | 凸显 | 凸出	TRUE
mono-169	业	業	Yè	nghiệp	họ [Ye4]	họ [Ye4]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Simplified form of 業. Origin unclear.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	业	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9A&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9A&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%9A&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%9A&stype=0	企业 | 职业 | 专业 | 事业	企业 | 职业 | 专业	TRUE
mono-170	目	目	mù	mục	mắt / (văn học) nhìn; quan sát / mắt lưới; ô lưới / kích thước mắt lưới; độ hạt (viết tắt của 目數|目数[mu4 shu4]) / mục; phần / danh sách; mục lục / (phân loại) bộ / tên; tiêu đề	mắt	(văn học) nhìn; quan sát / mắt lưới; ô lưới / kích thước mắt lưới; độ hạt (viết tắt của 目數|目数[mu4 shu4]) / mục; phần / danh sách; mục lục / (phân loại) bộ / tên; tiêu đề	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of an eye.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	目	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	2	Con người & Cơ thể	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9B%AE&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9B%AE&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%9B%AE&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%9B%AE&stype=0	目前 | 节目 | 目标 | 项目	目前 | 节目 | 目标	TRUE
mono-171	且	且	qiě	thả	và / hơn nữa / tuy nhiên / tạm thời / sắp / cả (... và...)	và	hơn nữa / tuy nhiên / tạm thời / sắp / cả (... và...)	Tượng hình	"Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Originally a pictograph of a sacrificial altar. The current meaning ""moreover"" is a phonetic loan."	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	且	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	140	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%94&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%94&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E4%B8%94&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E4%B8%94&stype=0	而且 | 并且 | 况且 | 暂且	而且 | 并且 | 况且	TRUE
mono-172	甲	甲	jiǎ	giáp	"thiên can đầu tiên trong mười thiên can 十天干[shi2 tian1 gan1] / (dùng cho người hoặc vật không xác định) / đầu tiên (trong danh sách, là bên trong hợp đồng, v.v.) / chữ ""A"" hoặc số la mã ""I"" trong danh sách ""A, B, C"" hoặc ""I, II, III"", v.v. / mạ giáp / vỏ cứng hoặc mai / (của ngón tay hoặc ngón chân) móng / áo giáp da hoặc kim loại (xưa) / hệ thống xếp hạng dùng trong kỳ thi khoa bảng (xưa) / đơn vị hành chính dân sự trong hệ thống bảo giáp 保甲[bao3 jia3] (xưa) / hướng la bàn Trung Quốc cổ: 75°"	thiên can đầu tiên trong mười thiên can 十天干[shi2 tian1 gan1]	"(dùng cho người hoặc vật không xác định) / đầu tiên (trong danh sách, là bên trong hợp đồng, v.v.) / chữ ""A"" hoặc số la mã ""I"" trong danh sách ""A, B, C"" hoặc ""I, II, III"", v.v. / mạ giáp / vỏ cứng hoặc mai / (của ngón tay hoặc ngón chân) móng / áo giáp da hoặc kim loại (xưa) / hệ thống xếp hạng dùng trong kỳ thi khoa bảng (xưa) / đơn vị hành chính dân sự trong hệ thống bảo giáp 保甲[bao3 jia3] (xưa) / hướng la bàn Trung Quốc cổ: 75°"	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a turtle shell.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	甲	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B2&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B2&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B2&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%B2&stype=0	指甲 | 甲板 | 装甲 | 甲状腺	指甲 | 甲板 | 装甲	TRUE
mono-173	申	申	Shēn	thân	tên cũ của Thượng Hải 上海[Shang4hai3] / họ [Shen1]	tên cũ của Thượng Hải 上海[Shang4hai3]	họ [Shen1]	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a lightning bolt. The current meaning is a phonetic loan.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	申	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B3&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B3&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B3&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%B3&stype=0	申请 | 申报 | 重申 | 申诉	申请 | 申报 | 重申	TRUE
mono-174	电	電	diàn	điện	sét / điện / dạng kết hợp của điện / bị (hoặc gây) điện giật / cuộc gọi điện thoại hoặc điện báo, v.v. / gửi qua điện thoại hoặc điện báo, v.v.	sét	điện / dạng kết hợp của điện / bị (hoặc gây) điện giật / cuộc gọi điện thoại hoặc điện báo, v.v. / gửi qua điện thoại hoặc điện báo, v.v.	Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Originally a variant form of 申, a pictograph of a lightning bolt. The traditional form 電 adds the 雨 (rain) component.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	电	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	1	Tự nhiên & Vũ trụ	103	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B5&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B5&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B5&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%B5&stype=0	电话 | 打电话 | 电影 | 电视	电话 | 打电话 | 电影	TRUE
mono-175	田	田	Tián	điền	họ [Tian2]	họ [Tian2]		Tượng hình	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Pictograph of a field.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	田	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	1	Tự nhiên & Vũ trụ	0	FALSE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B0&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B0&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B0&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%B0&stype=0	油田 | 丰田 | 田径 | 本田	油田 | 丰田 | 田径	TRUE
mono-176	由	由	yóu	do	theo / từ / bởi vì; do / bằng; qua; thông qua / (trước danh từ và động từ) là để ... làm ...	theo	từ / bởi vì; do / bằng; qua; thông qua / (trước danh từ và động từ) là để ... làm ...	Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: Origin unclear.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	由	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	58	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B1&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B1&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E7%94%B1&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E7%94%B1&stype=0	由于 | 自由 | 理由 | 由此	由于 | 自由 | 理由	TRUE
mono-177	史	史	Shǐ	sử	họ [Shi3]	họ [Shi3]		Chỉ sự/độc thể	Đối chiếu hình chữ cổ để nhận ra nét nghĩa gốc; ghi chú nguồn: The characters 史 (history), 吏 (government official), 使 (cause; use; instruct), and 事 (matter; work; affair) are all etymologically related and all derive from the same ancient character, depicting a hand (又) holding some object. There are various theories about theories about what this object is, including a writing utensil, a container for official documents, a flag, or a hunting tool. These four characters were originally all written the same, but later marks were added to distinguish them.	0	Viết theo hoạt ảnh từng nét trong ứng dụng; tuân thủ trên trước dưới, trái trước phải.	史	Thường giữ nguyên hình khi làm thành phần; có thể co hẹp theo vị trí.	5	Số đếm, Phương hướng & Khái niệm	112	TRUE	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%B2&f=%E7%94%B2%E9%AA%A8%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%B2&f=%E9%87%91%E6%96%87&s=200&c=black	https://char.iis.sinica.edu.tw/TTF/getTTF1.aspx?word=%E5%8F%B2&f=%E5%B0%8F%E7%AF%86&s=200&c=black	https://chardb.iis.sinica.edu.tw/search.jsp?q=%E5%8F%B2&stype=0	历史 | 历史上 | 有史以来 | 史蒂夫	历史 | 历史上 | 有史以来	TRUE
